,rating,rating_title,rating_description,rating_pros,rating_cons
137,5.0,Productive and Fun,"This company it's so fun. I love my work,  my friend and my manager. I work 5 hours/week. The trainings are very good and we play with ping pong always. ",Free launches,[]
138,5.0,Bardzo przyjemna atmosfera pracy.,Polecam aplikować na to stanowisko osobom po ukończonych studiach filologicznych.,,[]
139,5.0,Great working environment,"Amazing campus to work at. Great hours, flexible when you need them to be. Work from home options. Competitive salary and amazing perks, great resume builder.",,[]
140,5.0,Learning Culture,"Great culture, teams are solid. Encouragement abounds.  Advancement is difficult after middle management.  I was provided plenty of opportunity to grow at my own pace and excel.  ",Free lunch until work from home,[]
141,5.0,Great place to work,The culture is strong and you have the opportunity to work with the best and brightest. Challenge navigating the complex organization at times. Get on some good projects through high performance. ,Total comp.,[]
142,5.0,Nice company,People were very nice and supportive at Google during my internship. Everyone was willing to help one another and the environment was very open. Would recommend. ,,[]
143,4.0,productive and fun,"1) Food, food, food. 15+ cafes on main campus (MTV) alone. Mini-kitchens, snacks, drinks, free breakfast/lunch/dinner, all day, errr'day.2) Benefits/perks. Free 24:7 gym access (on MTV campus). Free (self service) laundry (washer/dryer) available. Bowling alley. Volley ball pit. Custom-built and exclusive employee use only outdoor sport park (MTV). Free health/fitness assessments. Dog-friendly. Etc. etc. etc.3) Compensation. In ~2010 or 2011, Google updated its compensation packages so that they were more competitive.4) For the size of the organization (30K+), it has remained relatively innovative, nimble, and fast-paced and open with communication but, that is definitely changing (for the worse).",,[]
144,4.0,Huge company - interesting work,"Plenty of smart and talented people to learn from. Lots of exciting opportunities, interesting products. Great benefits. Working across time zones can be difficult. Can be a performance-review driven company instead of focusing on collaboration and quality. ","Compensation, benefits, parental leave",[]
145,5.0,Google is always changing,"Google has been successful because it has done well at changing over time. People often struggle with change, so you certainly have to keep up and be active in your career. In the last 5 years Google has slowed the rate of external change and focused more on internal operations. Things are still getting built, but they're more focused on stability into the future instead of launching product every week like they did in the first 5 years of the company. Over-all, Google is now a big company with a lot of complex moving parts, so you'll need to take time to understand how the businesses all work and be accepting of the cultural changes that have been made over time.","Generous, free food, lots of support, robust performance management system",[]
146,3.0,It was good while it lasted,Fine place to work. Management was ok and tried to help when they could. Lots of work to and long hours but it was alright I didn't mind. Would work there again if I needed to.,,[]
